e,name,label,type,x,y,zmin,zmax,zoom,code,link,source,display,admin,country,muni,street,nr,area,pop,
188,Roosendaal,ROOSENDAAL,municipality,4.426394736,51.51423434,7,10,15,NL.NB.RO,roosendaal,gadm,shape,3,nl,,,,17018,,
189,Rucphen,RUCPHEN,municipality,4.561814214,51.52382835,7,10,15,NL.NB.RU,rucphen,gadm,shape,3,nl,,,,10248,,
190,Schijndel,SCHIJNDEL,municipality,5.442522166,51.62304517,7,10,15,NL.NB.SC,schijndel,gadm,shape,3,nl,,,,6718,,
191,Sint-Michielsgestel,SINT-MICHIELSGESTEL,municipality,5.383882328,51.65827642,7,10,15,NL.NB.SM,sint-michielsgestel,gadm,shape,3,nl,,,,9749,,
192,Sint-Oedenrode,SINT-OEDENRODE,municipality,5.475489159,51.56467588,7,10,15,NL.NB.SO,sint-oedenrode,gadm,shape,3,nl,,,,10493,,
193,Sint Anthonis,SINT ANTHONIS,municipality,5.850092869,51.61855076,7,10,15,NL.NB.SA,sint-anthonis,gadm,shape,3,nl,,,,16116,,
194,Someren,SOMEREN,municipality,5.698653999,51.38029011,7,10,15,NL.NB.SR,someren,gadm,shape,3,nl,,,,13044,,
195,Son en Breugel,SON EN BREUGEL,municipality,5.488773104,51.5173679,7,10,15,NL.NB.SB,son-en-breugel,gadm,shape,3,nl,,,,4244,,
196,Steenbergen,STEENBERGEN,municipality,4.326462877,51.59779004,7,10,15,NL.NB.ST,steenbergen,gadm,shape,3,nl,,,,24294,,
197,Tilburg,TILBURG,municipality,5.072980134,51.58061375,7,10,15,NL.NB.TI,tilburg,gadm,shape,3,nl,,,,19214,,
198,Uden,UDEN,municipality,5.658983118,51.65650892,7,10,15,NL.NB.UD,uden,gadm,shape,3,nl,,,,10956,,
199,Valkenswaard,VALKENSWAARD,municipality,5.455892028,51.32405087,7,10,15,NL.NB.VA,valkenswaard,gadm,shape,3,nl,,,,9215,,
200,Friesland,FRIESLAND,province,5.84860417,53.11035652,4,8,9,NL.FR,friesland,gadm,shape,2,nl,,,,595274,,
201,Veghel,VEGHEL,municipality,5.581033848,51.60094781,7,10,15,NL.NB.VG,veghel,gadm,shape,3,nl,,,,12705,,
202,Veldhoven,VELDHOVEN,municipality,5.389397195,51.41320322,7,10,15,NL.NB.VH,veldhoven,gadm,shape,3,nl,,,,5083,,
203,Vught,VUGHT,municipality,5.274064047,51.6563986,7,10,15,NL.NB.VU,vught,gadm,shape,3,nl,,,,5529,,
204,Waalre,WAALRE,municipality,5.471014534,51.38854788,7,10,15,NL.NB.WR,waalre,gadm,shape,3,nl,,,,3662,,
205,Waalwijk,WAALWIJK,municipality,5.016166899,51.69300814,7,10,15,NL.NB.WW,waalwijk,gadm,shape,3,nl,,,,10918,,
206,Werkendam,WERKENDAM,municipality,4.88316102,51.76804792,7,10,15,NL.NB.WE,werkendam,gadm,shape,3,nl,,,,18871,,
207,Woensdrecht,WOENSDRECHT,municipality,4.343578965,51.41110765,7,10,15,NL.NB.WD,woensdrecht,gadm,shape,3,nl,,,,14130,,
208,Woudrichem,WOUDRICHEM,municipality,4.99905755,51.78306822,7,10,15,NL.NB.WO,woudrichem,gadm,shape,3,nl,,,,8353,,
209,Zundert,ZUNDERT,municipality,4.645769515,51.47923574,7,10,15,NL.NB.ZU,zundert,gadm,shape,3,nl,,,,20123,,
210,Aalsmeer,AALSMEER,municipality,4.757769208,52.25737886,7,10,15,NL.NH.AA,aalsmeer,gadm,shape,3,nl,,,,5245,,
211,Alkmaar,ALKMAAR,municipality,4.754762774,52.63738444,7,10,15,NL.NH.AM,alkmaar,gadm,shape,3,nl,,,,5190,,
212,Amstelveen,AMSTELVEEN,municipality,4.85428891,52.28906028,7,10,15,NL.NH.AV,amstelveen,gadm,shape,3,nl,,,,7220,,
213,Armenti,ARMENTI,municipality,2.879719132,50.69137813,8,10,15,,armenti,gadm,shape,6,fr,,,,935,,
214,Amsterdam,AMSTERDAM,municipality,4.892450122,52.37244399,6,10,13,NL.NH.AD,amsterdam,gadm,shape,3,nl,,,,32013,,
215,Andijk,ANDIJK,municipality,5.22048701,52.73402989,7,10,15,NL.NH.AN,andijk,gadm,shape,3,nl,,,,3773,,
216,Anna Paulowna,ANNA PAULOWNA,municipality,4.854044467,52.85886377,7,10,15,NL.NH.AP,anna-paulowna,gadm,shape,3,nl,,,,13418,,
217,Beemster,BEEMSTER,municipality,4.919741918,52.55726396,7,10,15,NL.NH.BM,beemster,gadm,shape,3,nl,,,,11885,,
218,Frelinghien,FRELINGHIEN,municipality,2.951784139,50.70311025,7,10,15,,frelinghien,gadm,shape,6,fr,,,,1756,,
219,Bennebroek,BENNEBROEK,municipality,4.600593442,52.32096371,8,10,15,NL.NH.BB,bennebroek,gadm,shape,3,nl,,,,307,,
220,Houplines,HOUPLINES,municipality,2.92646581,50.68412883,7,10,15,,houplines,gadm,shape,6,fr,,,,1807,,
222,La Chapelle,LA CHAPELLE,municipality,2.895587518,50.66595409,7,10,15,,la-chapelle,gadm,shape,6,fr,,,,1671,,
223,Beverwijk,BEVERWIJK,municipality,4.655574241,52.48339487,7,10,15,NL.NH.BV,beverwijk,gadm,shape,3,nl,,,,3156,,
224,P,P,municipality,2.948548184,50.66078616,8,10,15,,p,gadm,shape,6,fr,,,,758,,
225,Blaricum,BLARICUM,municipality,5.26265016,52.27906498,7,10,15,NL.NH.BC,blaricum,gadm,shape,3,nl,,,,1754,,
226,Bloemendaal,BLOEMENDAAL,municipality,4.586445916,52.38453752,7,10,15,NL.NH.BL,bloemendaal,gadm,shape,3,nl,,,,6427,,
227,Bussum,BUSSUM,municipality,5.169561053,52.27015241,7,10,15,NL.NH.BU,bussum,gadm,shape,3,nl,,,,1307,,
228,Castricum,CASTRICUM,municipality,4.684085915,52.55614654,7,10,15,NL.NH.CA,castricum,gadm,shape,3,nl,,,,9163,,
229,Den Helder,DEN HELDER,municipality,4.754959283,52.92210902,7,10,15,NL.NH.DH,den-helder,gadm,shape,3,nl,,,,8000,,
230,Diemen,DIEMEN,municipality,4.990130715,52.33635089,7,10,15,NL.NH.DI,diemen,gadm,shape,3,nl,,,,2078,,
231,Drechterland,DRECHTERLAND,municipality,5.151479332,52.67938438,7,10,15,NL.NH.DR,drechterland,gadm,shape,3,nl,,,,3957,,
232,Edam-Volendam,EDAM-VOLENDAM,municipality,5.047483284,52.50361838,7,10,15,NL.NH.EV,edam-volendam,gadm,shape,3,nl,,,,2744,,
233,Enkhuizen,ENKHUIZEN,municipality,5.277079591,52.71629626,7,10,15,NL.NH.EN,enkhuizen,gadm,shape,3,nl,,,,2141,,
234,Graft-De Rijp,GRAFT-DE RIJP,municipality,4.81683994,52.5510793,7,10,15,NL.NH.GD,graft-de-rijp,gadm,shape,3,nl,,,,3574,,
235,Haarlem,HAARLEM,municipality,4.649587087,52.38320235,7,10,15,NL.NH.HA,haarlem,gadm,shape,3,nl,,,,5293,,
236,Haarlemmerliede c.a.,HAARLEMMERLIEDE C.A.,municipality,4.714884902,52.40222603,7,10,15,NL.NH.HS,haarlemmerliede-c.a.,gadm,shape,3,nl,,,,3479,,
237,Haarlemmermeer,HAARLEMMERMEER,municipality,4.686016925,52.29683517,6,10,15,NL.NH.HM,haarlemmermeer,gadm,shape,3,nl,,,,30266,,
238,Harenkarspel,HARENKARSPEL,municipality,4.768732328,52.73500757,7,10,15,NL.NH.HP,harenkarspel,gadm,shape,3,nl,,,,9058,,
239,Heemskerk,HEEMSKERK,municipality,4.649720159,52.51130869,7,10,15,NL.NH.HK,heemskerk,gadm,shape,3,nl,,,,4568,,
240,Heemstede,HEEMSTEDE,municipality,4.617532115,52.34436557,7,10,15,NL.NH.HE,heemstede,gadm,shape,3,nl,,,,1596,,
241,Heerhugowaard,HEERHUGOWAARD,municipality,4.846998953,52.67556667,7,10,15,NL.NH.HH,heerhugowaard,gadm,shape,3,nl,,,,6568,,
242,Heiloo,HEILOO,municipality,4.710519177,52.599277,7,10,15,NL.NH.HL,heiloo,gadm,shape,3,nl,,,,3155,,
243,Hilversum,HILVERSUM,municipality,5.1726281,52.22339019,7,10,15,NL.NH.HI,hilversum,gadm,shape,3,nl,,,,7559,,
244,Hoorn,HOORN,municipality,5.073047651,52.65432753,7,10,15,NL.NH.HO,hoorn,gadm,shape,3,nl,,,,3269,,
245,Huizen,HUIZEN,municipality,5.236764917,52.29242956,7,10,15,NL.NH.HU,huizen,gadm,shape,3,nl,,,,2612,,
246,Landsmeer,LANDSMEER,municipality,4.927559615,52.45020107,7,10,15,NL.NH.LM,landsmeer,gadm,shape,3,nl,,,,4341,,
247,Langedijk,LANGEDIJK,municipality,4.791588757,52.69034109,7,10,15,NL.NH.LD,langedijk,gadm,shape,3,nl,,,,4439,,
248,Gelderland,GELDERLAND,province,5.946999631,52.06117375,4,8,9,NL.GE,gelderland,gadm,shape,2,nl,,,,833099,,
249,Laren,LAREN,municipality,5.221671262,52.24739957,7,10,15,NL.NH.LR,laren,gadm,shape,3,nl,,,,2018,,
250,Medemblik,MEDEMBLIK,municipality,5.103956442,52.7555642,7,10,15,NL.NH.ME,medemblik,gadm,shape,3,nl,,,,1320,,
251,Muiden,MUIDEN,municipality,5.079572712,52.32565751,7,10,15,NL.NH.MU,muiden,gadm,shape,3,nl,,,,2517,,
252,Naarden,NAARDEN,municipality,5.157077652,52.29854278,7,10,15,NL.NH.NA,naarden,gadm,shape,3,nl,,,,3982,,
253,Niedorp,NIEDORP,municipality,4.88163806,52.75916271,7,10,15,NL.NH.NI,niedorp,gadm,shape,3,nl,,,,10398,,
254,Noorder-Koggenland,NOORDER-KOGGENLAND,municipality,5.058499067,52.72446192,7,10,15,NL.NH.NK,noorder-koggenland,gadm,shape,3,nl,,,,8377,,
255,Obdam,OBDAM,municipality,4.902213889,52.66579355,7,10,15,NL.NH.OB,obdam,gadm,shape,3,nl,,,,3505,,
256,Oostzaan,OOSTZAAN,municipality,4.878895667,52.45156304,7,10,15,NL.NH.OO,oostzaan,gadm,shape,3,nl,,,,2659,,
257,Opmeer,OPMEER,municipality,4.956106889,52.71460778,7,10,15,NL.NH.OP,opmeer,gadm,shape,3,nl,,,,6949,,
258,Ouder-Amstel,OUDER-AMSTEL,municipality,4.916560001,52.2900981,7,10,15,NL.NH.OA,ouder-amstel,gadm,shape,3,nl,,,,4242,,
259,Purmerend,PURMEREND,municipality,4.974329803,52.50173817,7,10,15,NL.NH.PU,purmerend,gadm,shape,3,nl,,,,4068,,
260,Schagen,SCHAGEN,municipality,4.797589838,52.78618359,7,10,15,NL.NH.SN,schagen,gadm,shape,3,nl,,,,3207,,
261,Schermer,SCHERMER,municipality,4.826715222,52.60054788,7,10,15,NL.NH.SR,schermer,gadm,shape,3,nl,,,,10605,,
262,Stede Broec,STEDE BROEC,municipality,5.229182667,52.70041755,7,10,15,NL.NH.SB,stede-broec,gadm,shape,3,nl,,,,2570,,
263,Texel,TEXEL,municipality,4.804688548,53.07835164,6,10,15,NL.NH.TE,texel,gadm,shape,3,nl,,,,27234,,
264,Leers,LEERS,municipality,3.239648139,50.68131474,8,10,15,,leers,gadm,shape,6,fr,,,,857,,
265,Uitgeest,UITGEEST,municipality,4.730759765,52.52274545,7,10,15,NL.NH.UG,uitgeest,gadm,shape,3,nl,,,,3663,,
266,Lys-lez-Lannoy,LYS-LEZ-LANNOY,municipality,3.217239085,50.67217413,8,10,15,,lys-lez-lannoy,gadm,shape,6,fr,,,,513,,
267,Uithoorn,UITHOORN,municipality,4.793995643,52.23671068,7,10,15,NL.NH.UH,uithoorn,gadm,shape,3,nl,,,,3190,,
268,Velsen,VELSEN,municipality,4.632823539,52.44870389,7,10,15,NL.NH.VL,velsen,gadm,shape,3,nl,,,,8080,,
269,Venhuizen,VENHUIZEN,municipality,5.180173464,52.65270686,7,10,15,NL.NH.VN,venhuizen,gadm,shape,3,nl,,,,5904,,
270,Waterland,WATERLAND,municipality,5.017679647,52.45194249,7,10,15,NL.NH.WA,waterland,gadm,shape,3,nl,,,,9159,,
271,Weesp,WEESP,municipality,5.064157024,52.30084559,7,10,15,NL.NH.WS,weesp,gadm,shape,3,nl,,,,3566,,
272,Wervershoof,WERVERSHOOF,municipality,5.141871342,52.71746139,7,10,15,NL.NH.WV,wervershoof,gadm,shape,3,nl,,,,4139,,
273,Wester-Koggenland,WESTER-KOGGENLAND,municipality,4.967578002,52.63679129,7,10,15,NL.NH.WK,wester-koggenland,gadm,shape,3,nl,,,,10243,,
274,Wieringen,WIERINGEN,municipality,4.980336047,52.91108562,7,10,15,NL.NH.WR,wieringen,gadm,shape,3,nl,,,,4719,,
275,Wieringermeer,WIERINGERMEER,municipality,5.009429685,52.82932205,6,10,15,NL.NH.WM,wieringermeer,gadm,shape,3,nl,,,,34106,,
276,Marquette-lez-Lille,MARQUETTE-LEZ-LILLE,municipality,3.05886133,50.67409411,8,10,15,,marquette-lez-lille,gadm,shape,6,fr,,,,744,,
277,Wijdemeren,WIJDEMEREN,province,5.088911533,52.22631463,7,8,9,,wijdemeren,gadm,shape,3,nl,,,,12585,,
278,Wognum,WOGNUM,municipality,5.034971028,52.68455737,7,10,15,NL.NH.WG,wognum,gadm,shape,3,nl,,,,3568,,
279,Wambrechies,WAMBRECHIES,municipality,3.047315617,50.69570426,7,10,15,,wambrechies,gadm,shape,6,fr,,,,2382,,
280,Wormerland,WORMERLAND,municipality,4.858007496,52.50157403,7,10,15,NL.NH.WO,wormerland,gadm,shape,3,nl,,,,7395,,
281,Zaanstad,ZAANSTAD,municipality,4.775564768,52.46264871,7,10,15,NL.NH.ZS,zaanstad,gadm,shape,3,nl,,,,13639,,
282,Zandvoort,ZANDVOORT,municipality,4.544425876,52.357609,7,10,15,NL.NH.ZD,zandvoort,gadm,shape,3,nl,,,,5618,,
283,Zeevang,ZEEVANG,municipality,5.011565061,52.55652202,7,10,15,NL.NH.ZE,zeevang,gadm,shape,3,nl,,,,6639,,
284,Zijpe,ZIJPE,municipality,4.729941173,52.81009007,7,10,15,NL.NH.ZI,zijpe,gadm,shape,3,nl,,,,16313,,
285,Almelo,ALMELO,municipality,6.668235481,52.34852783,7,10,15,NL.OV.AL,almelo,gadm,shape,3,nl,,,,11327,,
286,Bathmen,BATHMEN,municipality,6.330092857,52.24926695,7,10,15,NL.OV.BA,bathmen,gadm,shape,3,nl,,,,4338,,
287,Borne,BORNE,municipality,6.754181903,52.31296002,7,10,15,NL.OV.BO,borne,gadm,shape,3,nl,,,,4302,,
288,Noord-Brabant,NOORD-BRABANT,province,5.198520529,51.56034033,4,8,9,NL.NB,noord-brabant,gadm,shape,2,nl,,,,812874,,
289,Dalfsen,DALFSEN,municipality,6.285137848,52.51517348,6,10,15,NL.OV.DA,dalfsen,gadm,shape,3,nl,,,,27382,,
290,Noord-Holland,NOORD-HOLLAND,province,4.872905565,52.58246219,4,8,9,NL.NH,noord-holland,gadm,shape,2,nl,,,,472362,,
291,Deventer,DEVENTER,municipality,6.223301046,52.27374693,7,10,15,NL.OV.DV,deventer,gadm,shape,3,nl,,,,17658,,
292,Dinkelland,DINKELLAND,municipality,6.925494374,52.37490354,6,10,15,NL.OV.DN,dinkelland,gadm,shape,3,nl,,,,29211,,
293,Enschede,ENSCHEDE,municipality,6.887423699,52.22236556,7,10,15,NL.OV.EN,enschede,gadm,shape,3,nl,,,,22883,,
294,Haaksbergen,HAAKSBERGEN,municipality,6.765179709,52.15676131,7,10,15,NL.OV.HK,haaksbergen,gadm,shape,3,nl,,,,17002,,
295,Bondues,BONDUES,municipality,3.095291504,50.70966598,7,10,15,,bondues,gadm,shape,6,fr,,,,2056,,
296,Hardenberg,HARDENBERG,municipality,6.580537269,52.58642136,6,10,15,NL.OV.HD,hardenberg,gadm,shape,3,nl,,,,51240,,
298,Hellendoorn,HELLENDOORN,municipality,6.46017059,52.38719094,7,10,15,NL.OV.HL,hellendoorn,gadm,shape,3,nl,,,,22682,,
299,Hengelo,HENGELO,municipality,6.789214678,52.25597434,7,10,15,NL.OV.HN,hengelo-ov,gadm,shape,3,nl,,,,10090,,
300,Nord-Pas-de-Calais,NORD-PAS-DE-CALAIS,region,2.714220574,50.47286548,4,8,9,,nord-pas-de-calais,gadm,shape,2,fr,,,,1954906,,
301,Hof van Twente,HOF VAN TWENTE,municipality,6.599899159,52.23733495,6,10,15,NL.OV.HT,hof-van-twente,gadm,shape,3,nl,,,,35238,,
302,Kampen,KAMPEN,municipality,5.93940675,52.5554131,7,10,15,NL.OV.KA,kampen,gadm,shape,3,nl,,,,24531,,
303,Losser,LOSSER,municipality,7.011057797,52.30540453,7,10,15,NL.OV.LO,losser,gadm,shape,3,nl,,,,14960,,
304,Oldenzaal,OLDENZAAL,municipality,6.922101851,52.30868109,7,10,15,NL.OV.OZ,oldenzaal,gadm,shape,3,nl,,,,3618,,
305,Nordrhein-Westfalen,NORDRHEIN-WESTFALEN,state,7.566528571,51.47667339,2,10,8,DE.NW,nordrhein-westfalen,gadm,shape,2,de,,,,5494866,,
306,Olst-Wijhe,OLST-WIJHE,province,6.161248673,52.36733019,7,8,9,,olst-wijhe,gadm,shape,3,nl,,,,19478,,
307,Ommen,OMMEN,municipality,6.443577373,52.51653192,6,10,15,NL.OV.OM,ommen,gadm,shape,3,nl,,,,29912,,
308,Raalte,RAALTE,municipality,6.287600389,52.38838736,6,10,15,NL.OV.RA,raalte,gadm,shape,3,nl,,,,28265,,
309,Rijssen,RIJSSEN,municipality,6.443473738,52.29227977,7,10,15,NL.OV.RI,rijssen,gadm,shape,3,nl,,,,15452,,
310,Staphorst,STAPHORST,municipality,6.2147168,52.63358498,7,10,15,NL.OV.SH,staphorst,gadm,shape,3,nl,,,,22311,,
311,Steenwijkerland,STEENWIJKERLAND,municipality,6.037160562,52.75548806,6,10,15,NL.OV.SW,steenwijkerland,gadm,shape,3,nl,,,,53078,,
312,Tubbergen,TUBBERGEN,municipality,6.787756667,52.41172517,7,10,15,NL.OV.TU,tubbergen,gadm,shape,3,nl,,,,24464,,
313,Twenterand,TWENTERAND,municipality,6.607917798,52.44838088,7,10,15,NL.OV.VR,twenterand,gadm,shape,3,nl,,,,17877,,
314,Wierden,WIERDEN,municipality,6.569987521,52.34510973,7,10,15,NL.OV.WI,wierden,gadm,shape,3,nl,,,,15626,,
315,Zwartewaterland,ZWARTEWATERLAND,municipality,6.07205092,52.60243566,7,10,15,NL.OV.ZW,zwartewaterland,gadm,shape,3,nl,,,,14347,,
316,Comines,COMINES,municipality,3.016789656,50.74974163,7,10,15,,comines,gadm,shape,6,fr,,,,2580,,
317,Zwolle,ZWOLLE,municipality,6.126030409,52.51879028,7,10,15,NL.OV.ZL,zwolle,gadm,shape,3,nl,,,,19582,,
318,De,DE,municipality,2.969681536,50.72801737,7,10,15,,de,gadm,shape,6,fr,,,,1581,,
319,Abcoude,ABCOUDE,municipality,4.981227209,52.26444902,7,10,15,NL.UT.AB,abcoude,gadm,shape,3,nl,,,,5240,,
320,Amerongen,AMERONGEN,municipality,5.475096478,52.0099309,7,10,15,NL.UT.AN,amerongen,gadm,shape,3,nl,,,,4978,,
321,Pi,PI,municipality,2.968676665,50.67008148,8,10,15,,pi,gadm,shape,6,fr,,,,507,,
322,Amersfoort,AMERSFOORT,municipality,5.389877037,52.17393446,7,10,15,NL.UT.AF,amersfoort,gadm,shape,3,nl,,,,10370,,
324,Baarn,BAARN,municipality,5.268641906,52.20395208,7,10,15,NL.UT.BA,baarn,gadm,shape,3,nl,,,,5376,,
325,Verlinghem,VERLINGHEM,municipality,3.000589162,50.68208056,7,10,15,,verlinghem,gadm,shape,6,fr,,,,1645,,
326,Breukelen,BREUKELEN,municipality,4.979563288,52.16703094,7,10,15,NL.UT.BR,breukelen,gadm,shape,3,nl,,,,7970,,
327,Warneton,WARNETON,municipality,2.967029181,50.74531246,8,10,15,,warneton,gadm,shape,6,fr,,,,663,,
328,Bunnik,BUNNIK,municipality,5.221467804,52.04135413,7,10,15,NL.UT.BK,bunnik,gadm,shape,3,nl,,,,6113,,
329,Wervicq-Sud,WERVICQ-SUD,municipality,3.05089797,50.76204601,8,10,15,,wervicq-sud,gadm,shape,6,fr,,,,793,,
330,Bunschoten,BUNSCHOTEN,municipality,5.362955641,52.23876108,7,10,15,NL.UT.BS,bunschoten,gadm,shape,3,nl,,,,5036,,
331,Roubaix,ROUBAIX,municipality,3.182586161,50.68797619,7,10,15,,roubaix-fr,gadm,shape,6,fr,,,,2121,,
332,De Bilt,DE BILT,municipality,5.17872806,52.14188155,7,10,15,NL.UT.DB,de-bilt,gadm,shape,3,nl,,,,10962,,
333,Croix,CROIX,municipality,3.154640274,50.67406934,8,10,15,,croix,gadm,shape,6,fr,,,,685,,
334,De Ronde Venen,DE RONDE VENEN,municipality,4.89772556,52.21197929,7,10,15,NL.UT.DV,de-ronde-venen,gadm,shape,3,nl,,,,13865,,
335,Wasquehal,WASQUEHAL,municipality,3.12856892,50.67509104,7,10,15,,wasquehal,gadm,shape,6,fr,,,,1063,,
336,Doorn,DOORN,municipality,5.34754584,52.0378751,7,10,15,NL.UT.DO,doorn,gadm,shape,3,nl,,,,3576,,
337,Driebergen-Rijsenburg,DRIEBERGEN-RIJSENBURG,municipality,5.29103676,52.05022183,7,10,15,NL.UT.DR,driebergen-rijsenburg,gadm,shape,3,nl,,,,4342,,
338,Groningen,GRONINGEN,province,6.768463975,53.21063636,4,8,9,NL.GR,groningen-province,gadm,shape,2,nl,,,,417557,,
339,Eemnes,EEMNES,municipality,5.284317346,52.24997825,7,10,15,NL.UT.EE,eemnes,gadm,shape,3,nl,,,,5141,,
340,Utrecht,UTRECHT,province,5.177352143,52.09596544,4,8,9,NL.UT,utrecht-province,gadm,shape,2,nl,,,,235128,,
341,Houten,HOUTEN,municipality,5.186209578,52.00455513,7,10,15,NL.UT.HO,houten,gadm,shape,3,nl,,,,9566,,
342,IJsselstein,IJSSELSTEIN,municipality,5.032928301,52.02785998,7,10,15,NL.UT.IJ,ijsselstein,gadm,shape,3,nl,,,,3531,,
343,Leersum,LEERSUM,municipality,5.438836477,52.0236044,7,10,15,NL.UT.LR,leersum,gadm,shape,3,nl,,,,4910,,
344,Leusden,LEUSDEN,municipality,5.422234096,52.12279819,7,10,15,NL.UT.LD,leusden,gadm,shape,3,nl,,,,9586,,
345,Loenen,LOENEN,municipality,5.023719482,52.22758301,7,10,15,NL.UT.LN,loenen,gadm,shape,3,nl,,,,4438,,
346,Lopik,LOPIK,municipality,4.949651842,51.98563663,7,10,15,NL.UT.LP,lopik,gadm,shape,3,nl,,,,12826,,
347,Maarn,MAARN,municipality,5.392572937,52.05959478,7,10,15,NL.UT.MN,maarn,gadm,shape,3,nl,,,,4193,,
348,Maarssen,MAARSSEN,municipality,5.067783286,52.14794834,7,10,15,NL.UT.MS,maarssen,gadm,shape,3,nl,,,,5047,,
349,Montfoort,MONTFOORT,municipality,4.947639425,52.04792571,7,10,15,NL.UT.MO,montfoort,gadm,shape,3,nl,,,,6206,,
350,Nieuwegein,NIEUWEGEIN,municipality,5.098776314,52.03111143,7,10,15,NL.UT.NI,nieuwegein,gadm,shape,3,nl,,,,4186,,
351,Oudewater,OUDEWATER,municipality,4.867373566,52.02732408,7,10,15,NL.UT.OU,oudewater,gadm,shape,3,nl,,,,6562,,
352,Renswoude,RENSWOUDE,municipality,5.540420422,52.06975721,7,10,15,NL.UT.RE,renswoude,gadm,shape,3,nl,,,,3050,,
353,Rhenen,RHENEN,municipality,5.567874938,51.98122634,7,10,15,NL.UT.RH,rhenen,gadm,shape,3,nl,,,,6995,,
354,Soest,SOEST,municipality,5.301286989,52.15646227,7,10,15,NL.UT.SO,soest,gadm,shape,3,nl,,,,7592,,
355,Utrecht,UTRECHT,municipality,5.07898891,52.09130042,7,10,15,NL.UT.UT,utrecht-municipality,gadm,shape,3,nl,,,,16139,,
356,Tourcoing,TOURCOING,municipality,3.158831427,50.72543939,7,10,15,,tourcoing-fr,gadm,shape,6,fr,,,,2482,,
357,Veenendaal,VEENENDAAL,municipality,5.561689107,52.0241128,7,10,15,NL.UT.VE,veenendaal,gadm,shape,3,nl,,,,3201,,
358,Bousbecque,BOUSBECQUE,municipality,3.075428498,50.76381792,7,10,15,,bousbecque,gadm,shape,6,fr,,,,1010,,
359,Vianen,VIANEN,province,5.115965985,51.96965292,7,8,9,,vianen,gadm,shape,3,nl,,,,6902,,
360,Halluin,HALLUIN,municipality,3.126925052,50.7747478,7,10,15,,halluin,gadm,shape,6,fr,,,,1951,,
361,Wijk bij Duurstede,WIJK BIJ DUURSTEDE,municipality,5.330364093,51.98989027,7,10,15,NL.UT.WD,wijk-bij-duurstede,gadm,shape,3,nl,,,,8223,,
362,Linselles,LINSELLES,municipality,3.074478696,50.73613518,7,10,15,,linselles,gadm,shape,6,fr,,,,1873,,
363,Woerden,WOERDEN,municipality,4.902355456,52.10701919,7,10,15,NL.UT.WR,woerden,gadm,shape,3,nl,,,,15140,,
364,Roncq,RONCQ,municipality,3.118157809,50.74734772,7,10,15,,roncq,gadm,shape,6,fr,,,,1635,,
365,Woudenberg,WOUDENBERG,municipality,5.431663385,52.08182707,7,10,15,NL.UT.WB,woudenberg,gadm,shape,3,nl,,,,5990,,
366,Neuville-en-Ferrain,NEUVILLE-EN-FERRAIN,municipality,3.159773127,50.75331568,8,10,15,,neuville-en-ferrain,gadm,shape,6,fr,,,,977,,
367,Zeist,ZEIST,municipality,5.260033119,52.10248303,7,10,15,NL.UT.ZE,zeist,gadm,shape,3,nl,,,,7876,,
368,Mouvaux,MOUVAUX,municipality,3.135935034,50.70410006,8,10,15,,mouvaux,gadm,shape,6,fr,,,,621,,
369,Borsele,BORSELE,municipality,3.812524296,51.44546071,7,10,15,NL.ZE.BO,borsele,gadm,shape,3,nl,,,,23034,,
370,Goes,GOES,municipality,3.845106244,51.51527529,7,10,15,NL.ZE.GO,goes,gadm,shape,3,nl,,,,15173,,
371,Wattrelos,WATTRELOS,municipality,3.216182392,50.70561347,7,10,15,,wattrelos-fr,gadm,shape,6,fr,,,,2062,,
372,Hulst,HULST,municipality,4.067645629,51.32320803,6,10,15,NL.ZE.HU,hulst,gadm,shape,3,nl,,,,32183,,
373,Kapelle,KAPELLE,municipality,3.968246439,51.48511192,7,10,15,NL.ZE.KA,kapelle,gadm,shape,3,nl,,,,6117,,
374,Middelburg,MIDDELBURG,municipality,3.646427084,51.50198828,7,10,15,NL.ZE.MI,middelburg,gadm,shape,3,nl,,,,7988,,
375,Noord-Beveland,NOORD-BEVELAND,municipality,3.772315683,51.5741118,7,10,15,NL.ZE.NB,noord-beveland,gadm,shape,3,nl,,,,13895,,
376,Reimerswaal,REIMERSWAAL,municipality,4.133775767,51.43478189,7,10,15,NL.ZE.RE,reimerswaal,gadm,shape,3,nl,,,,17655,,
377,Schouwen-Duiveland,SCHOUWEN-DUIVELAND,municipality,3.898192457,51.68632122,6,10,15,NL.ZE.SD,schouwen-duiveland,gadm,shape,3,nl,,,,36723,,
378,Sluis,SLUIS,province,3.515794972,51.33057112,6,8,9,,sluis,gadm,shape,3,nl,,,,42924,,
379,Terneuzen,TERNEUZEN,municipality,3.847724731,51.28678453,6,10,15,NL.ZE.TE,terneuzen,gadm,shape,3,nl,,,,42292,,
380,Tholen,THOLEN,municipality,4.13095972,51.57689577,7,10,15,NL.ZE.TH,tholen,gadm,shape,3,nl,,,,24555,,
381,Veere,VEERE,municipality,3.555409329,51.53738919,7,10,15,NL.ZE.VE,veere,gadm,shape,3,nl,,,,21058,,
382,Vlissingen,VLISSINGEN,municipality,3.618986465,51.46058533,7,10,15,NL.ZE.VL,vlissingen,gadm,shape,3,nl,,,,5752,,
